OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,LotArea,Neighborhood,HouseStyle,CentralAir,SalePrice
2,3503,0,1051,2,1993,14603,Suburb,1Story,N,328025.0
9,4426,2,1573,1,1977,4460,Uptown,Bungalow,Y,536488.0
7,1355,0,292,3,1994,6529,Suburb,2Story,N,274677.0
9,3744,3,2224,2,1966,3975,Uptown,1Story,Y,502341.0
6,3014,2,2105,2,1989,5216,Downtown,SplitLevel,Y,421014.0
6,3128,1,1292,2,1952,16267,Uptown,SplitLevel,N,411591.0
4,1939,2,307,3,2015,11581,Suburb,2Story,Y,310081.0
10,3487,3,976,2,1995,6515,Suburb,1Story,Y,486857.0
10,2996,2,1251,2,1979,14048,Rural,SplitLevel,N,437307.0
2,2634,0,1270,1,2018,11776,Downtown,1Story,Y,317465.0
7,2648,1,1517,1,1958,4963,Downtown,SplitLevel,Y,388026.0
5,1531,1,2130,2,1960,8786,Suburb,2Story,N,289201.0
6,1344,1,1209,2,2018,15866,Suburb,2Story,Y,294063.0
2,3771,3,2299,1,2015,8200,Riverside,1Story,N,428592.0
5,4076,3,1378,1,1980,19360,Uptown,Bungalow,Y,450217.0
10,586,1,1773,1,1982,9345,Suburb,Bungalow,Y,329565.0
4,2590,2,1719,3,1988,2045,Downtown,2Story,Y,377551.0
9,3956,1,2042,3,1995,3193,Suburb,SplitLevel,Y,507632.0
6,4192,2,795,1,1986,6512,Uptown,Bungalow,Y,480279.0
2,4006,2,896,2,2009,18630,Suburb,2Story,Y,349602.0
1,907,3,1961,1,1980,10983,Downtown,SplitLevel,Y,245755.0
5,4054,2,209,3,1960,2636,Suburb,SplitLevel,Y,397003.0
9,3211,1,2494,2,1951,5775,Uptown,Bungalow,Y,487207.0
6,3588,3,967,3,1976,4421,Suburb,2Story,Y,425932.0
10,2168,0,471,2,1951,15025,Uptown,SplitLevel,Y,402372.0
7,647,0,2417,3,1970,11280,Suburb,SplitLevel,Y,273735.0
5,2824,3,922,2,2007,6183,Downtown,1Story,Y,394037.0
10,731,1,136,2,1954,13351,Suburb,1Story,Y,352124.0
6,4397,0,366,2,2001,19096,Suburb,Bungalow,Y,461996.0
5,2450,0,183,2,1994,7323,Downtown,1Story,Y,355383.0
9,865,2,1398,3,1969,14888,Downtown,2Story,Y,372289.0
6,3799,2,536,3,2010,5644,Downtown,Bungalow,Y,453297.0
8,2174,1,1602,2,1987,18142,Downtown,Bungalow,Y,441569.0
2,935,3,1273,2,1969,9773,Suburb,1Story,N,175689.0
9,898,1,1096,3,1974,12778,Riverside,SplitLevel,N,324916.0
5,1734,3,1305,2,1951,14501,Suburb,2Story,Y,307203.0
7,1914,0,915,2,1981,16409,Rural,2Story,Y,319658.0
10,3046,2,151,2,1975,4108,Suburb,2Story,N,432418.0
1,3087,1,1028,1,2019,5614,Suburb,Bungalow,Y,284373.0
10,1062,1,1218,2,1990,12251,Downtown,2Story,Y,394681.0
5,4062,3,1977,1,2016,13678,Suburb,SplitLevel,Y,460720.0
10,2989,3,270,2,1950,16367,Suburb,SplitLevel,Y,469396.0
2,1784,1,1186,3,2000,6332,Downtown,1Story,Y,288880.0
6,1272,3,459,1,1954,14002,Uptown,2Story,Y,327390.0
1,2897,1,104,1,1962,17700,Suburb,Bungalow,Y,259398.0
3,2537,1,1710,2,1968,15769,Suburb,1Story,Y,336169.0
5,3923,1,2209,2,1961,8963,Downtown,SplitLevel,N,456046.0
4,3067,0,2398,1,1997,9838,Rural,2Story,Y,322043.0
3,1843,3,433,3,1974,14399,Uptown,SplitLevel,Y,337847.0
10,2685,2,139,3,2006,14243,Suburb,1Story,Y,465265.0
5,2073,2,1494,2,1984,3845,Suburb,SplitLevel,Y,323377.0
8,4194,3,86,3,1954,15942,Suburb,2Story,Y,498993.0
4,1491,1,1711,3,1971,18766,Downtown,2Story,Y,309444.0
1,2915,2,2230,2,2006,6112,Rural,1Story,Y,273191.0
7,3791,2,2415,3,1996,14780,Rural,2Story,Y,482486.0
8,3908,3,128,2,2003,17690,Downtown,SplitLevel,Y,518007.0
3,1746,2,1269,1,1952,12088,Downtown,SplitLevel,Y,289805.0
6,4219,1,1601,2,2002,3509,Rural,Bungalow,Y,419609.0
2,4339,3,669,1,1980,14404,Suburb,Bungalow,Y,392912.0
7,859,1,148,1,2018,3578,Downtown,Bungalow,Y,287158.0
8,1420,2,984,3,1982,19263,Uptown,SplitLevel,Y,346792.0
6,2876,2,851,3,2021,16106,Suburb,SplitLevel,Y,426897.0
6,3509,1,1456,3,1999,11840,Suburb,1Story,Y,428917.0
5,3010,0,627,2,1965,14931,Suburb,Bungalow,Y,374459.0
8,3493,2,1492,3,1988,3359,Rural,SplitLevel,Y,402961.0
1,1462,0,2493,1,1995,6242,Suburb,1Story,N,181641.0
10,4132,2,2044,3,1996,18464,Riverside,SplitLevel,N,569505.0
4,2327,0,883,3,1993,4709,Uptown,1Story,Y,331271.0
4,3953,0,2341,2,1958,14791,Downtown,Bungalow,Y,429526.0
3,3383,0,1788,2,1999,19051,Suburb,Bungalow,Y,352224.0
3,2113,1,249,1,2009,5499,Suburb,Bungalow,Y,260723.0
4,2140,0,947,2,1964,13690,Suburb,SplitLevel,Y,280682.0
1,2716,0,974,3,1985,10080,Uptown,SplitLevel,Y,299641.0
2,716,0,1325,2,2012,3189,Rural,1Story,Y,142839.0
9,877,2,983,1,2018,15908,Downtown,2Story,Y,377934.0
10,618,0,888,3,1990,14751,Rural,2Story,Y,315368.0
2,689,2,2117,1,1973,16714,Downtown,Bungalow,Y,227943.0
5,3314,0,874,2,1998,3025,Uptown,2Story,Y,398459.0
9,869,0,1326,2,1967,2071,Rural,Bungalow,Y,240959.0
9,2301,1,470,1,1956,7546,Suburb,1Story,Y,374214.0
8,2696,2,1987,3,1953,4685,Suburb,2Story,Y,438237.0
1,4247,0,90,2,2018,11385,Uptown,2Story,Y,355001.0
1,1151,2,529,2,2009,12576,Uptown,Bungalow,Y,228117.0
9,2382,2,660,3,2004,4022,Suburb,1Story,Y,398137.0
8,2011,3,738,2,1965,17831,Suburb,2Story,Y,388392.0
10,1269,1,871,1,1978,14940,Rural,2Story,Y,288148.0
9,2921,1,1686,2,1972,19682,Downtown,2Story,Y,490930.0
7,1280,1,191,2,1963,6102,Downtown,1Story,Y,315204.0
3,2216,3,1986,3,1998,19288,Downtown,1Story,Y,400102.0
3,2707,3,2185,1,1982,5026,Downtown,2Story,N,376603.0
2,2898,1,344,3,1974,8709,Suburb,Bungalow,Y,288115.0
5,4483,3,1008,2,1970,7969,Riverside,Bungalow,Y,472699.0
3,1811,3,202,2,1966,4620,Rural,2Story,Y,196683.0
6,3859,3,572,3,1972,4646,Downtown,1Story,N,482915.0
2,3439,1,191,3,2006,6865,Suburb,2Story,Y,334430.0
3,1749,1,2052,3,2007,4289,Suburb,1Story,Y,254855.0
5,1022,1,1913,1,1963,9370,Downtown,2Story,Y,295115.0
1,1021,3,1716,2,1969,15854,Riverside,1Story,N,228791.0
1,1282,1,310,3,1979,11677,Suburb,SplitLevel,Y,177316.0
10,2820,3,2103,2,1968,13343,Riverside,Bungalow,Y,498027.0
9,1435,0,442,1,2002,19824,Suburb,SplitLevel,Y,326984.0
7,3973,3,1260,1,2005,2765,Rural,Bungalow,Y,411294.0
1,2730,2,869,1,1972,14671,Downtown,1Story,N,294936.0
8,2188,1,584,1,2011,18158,Suburb,SplitLevel,Y,378131.0
3,987,1,1594,2,1982,6092,Suburb,Bungalow,Y,233828.0
8,2350,2,1537,1,1967,14975,Uptown,2Story,N,407600.0
5,1345,3,359,1,2022,11341,Uptown,1Story,N,307838.0
1,2671,0,1723,3,1982,14334,Uptown,1Story,Y,319197.0
7,3532,2,2077,1,1981,18077,Uptown,2Story,Y,465685.0
5,4197,2,1802,3,2010,17835,Uptown,2Story,Y,508244.0
6,3337,3,2011,1,2003,4666,Suburb,Bungalow,Y,436685.0
6,2961,1,2155,1,1966,7968,Suburb,1Story,N,402834.0
8,2503,3,843,3,1968,9641,Rural,Bungalow,N,372546.0
9,2248,2,1625,1,2019,11834,Rural,2Story,Y,371071.0
2,3743,2,890,2,1983,5888,Uptown,1Story,N,352086.0
9,3859,1,1991,2,1974,2840,Suburb,2Story,Y,458737.0
10,4006,1,1982,1,2017,15873,Downtown,Bungalow,Y,580537.0
9,1185,1,959,2,1960,12846,Riverside,Bungalow,Y,369434.0
10,2660,3,1468,3,1965,7899,Rural,Bungalow,N,384141.0
10,3435,1,1461,1,2010,2565,Downtown,1Story,Y,534436.0
7,4488,2,731,1,1956,8005,Uptown,2Story,Y,491726.0
1,2669,2,605,3,1965,11156,Riverside,2Story,N,265980.0
7,2067,0,614,3,1965,12474,Downtown,Bungalow,Y,373026.0
10,1745,3,2004,3,1989,11187,Uptown,Bungalow,Y,434871.0
5,4202,0,1719,1,1961,9226,Riverside,Bungalow,N,431235.0
6,538,2,673,3,1984,11379,Riverside,Bungalow,Y,271269.0
10,3044,0,1270,3,1970,7890,Riverside,SplitLevel,N,461595.0
7,1279,2,1587,2,1999,15113,Suburb,SplitLevel,N,313670.0
5,1756,0,1611,2,1992,6311,Suburb,SplitLevel,Y,281267.0
7,3490,1,896,1,1966,13446,Downtown,Bungalow,Y,457366.0
9,4101,0,1462,2,1981,10848,Downtown,Bungalow,Y,521826.0
3,2696,1,277,2,1990,8083,Suburb,2Story,Y,295180.0
8,3968,1,551,3,1955,14598,Suburb,1Story,Y,471452.0
2,3569,3,1636,3,1976,18940,Downtown,2Story,Y,418890.0
7,3208,1,2158,2,1969,4580,Suburb,SplitLevel,Y,436497.0
2,4209,1,2432,2,1974,15844,Downtown,2Story,Y,440318.0
4,2427,0,760,2,2015,11553,Uptown,Bungalow,Y,326281.0
7,801,2,1449,1,1958,11386,Suburb,SplitLevel,Y,272038.0
3,3931,3,404,1,2002,16635,Rural,SplitLevel,Y,376437.0
2,2785,1,1358,1,2010,2671,Suburb,1Story,Y,281733.0
10,1146,3,1232,2,1987,2777,Downtown,1Story,Y,415753.0
7,1162,0,21,2,1952,5022,Riverside,SplitLevel,Y,267910.0
1,2783,1,677,1,2019,15817,Suburb,SplitLevel,Y,323262.0
8,2259,0,2028,1,2004,16260,Suburb,2Story,Y,384488.0
3,2750,3,1231,2,1950,3074,Downtown,SplitLevel,Y,367609.0
2,755,0,2055,3,2019,11908,Suburb,Bungalow,Y,223841.0
3,1097,3,1808,1,1994,11475,Downtown,2Story,Y,280201.0
5,1161,0,528,2,1996,14878,Suburb,Bungalow,Y,260387.0
8,734,3,2037,2,1975,17120,Suburb,Bungalow,Y,344414.0
10,1868,2,1676,3,1963,3986,Riverside,Bungalow,Y,413160.0
7,3081,0,656,2,2003,12825,Rural,SplitLevel,Y,372137.0
7,3407,0,165,2,2020,11193,Downtown,1Story,Y,458926.0
7,4368,2,848,1,1995,19430,Downtown,1Story,N,523515.0
8,4352,2,495,1,1980,4176,Suburb,Bungalow,Y,465236.0
1,4037,0,589,3,2008,12047,Downtown,SplitLevel,Y,374153.0
4,1269,2,428,3,1978,18884,Downtown,2Story,N,289770.0
6,3088,1,162,2,1966,6608,Uptown,Bungalow,Y,393479.0
9,712,3,2413,1,1963,13906,Downtown,2Story,Y,369872.0
2,962,3,1262,3,1985,9234,Uptown,2Story,Y,250383.0
1,2983,3,71,3,2007,8610,Downtown,SplitLevel,Y,311063.0
10,782,1,654,3,1973,12524,Riverside,SplitLevel,Y,353695.0
2,4133,2,268,2,2012,18984,Rural,1Story,Y,367028.0
7,4178,2,1776,1,1974,15411,Uptown,1Story,Y,535041.0
3,1986,0,2462,3,2008,11180,Downtown,SplitLevel,Y,354519.0
10,1930,2,1268,1,1981,17225,Riverside,Bungalow,Y,418629.0
2,587,0,1015,3,1967,12073,Uptown,1Story,Y,167776.0
7,1567,1,1083,3,1986,6483,Rural,2Story,Y,300082.0
2,960,3,5,1,1975,7901,Suburb,Bungalow,Y,175343.0
3,2825,3,981,1,1958,8129,Uptown,2Story,Y,340600.0
7,4254,3,406,1,2013,12415,Downtown,SplitLevel,Y,501810.0
4,2968,2,1953,2,2021,6482,Rural,2Story,Y,342725.0
1,2224,0,2073,3,1969,11686,Uptown,Bungalow,Y,258509.0
5,1876,0,985,2,2003,9400,Suburb,SplitLevel,Y,279187.0
9,3243,1,389,1,1979,8806,Downtown,Bungalow,Y,441245.0
8,1014,2,709,3,2002,12516,Suburb,2Story,Y,338416.0
9,1202,1,1471,2,2012,9396,Uptown,Bungalow,Y,358815.0
10,2153,0,753,3,1960,9338,Downtown,SplitLevel,Y,445151.0
9,2566,0,2193,2,1980,11950,Suburb,2Story,Y,413653.0
7,522,3,1411,1,1998,14500,Downtown,2Story,Y,357519.0
4,2960,2,1272,2,1968,13545,Uptown,1Story,Y,346725.0
5,1553,0,525,3,1961,7241,Downtown,1Story,Y,300441.0
1,2330,3,1485,3,1964,6695,Rural,Bungalow,N,238671.0
1,2655,2,2060,3,1980,13530,Suburb,1Story,Y,293348.0
3,3938,1,2431,3,1992,16312,Uptown,1Story,Y,436014.0
8,1804,2,555,1,1986,16318,Riverside,1Story,Y,363678.0
2,3699,2,18,2,1978,13324,Downtown,1Story,Y,376938.0
4,3800,0,574,1,1975,5218,Suburb,SplitLevel,Y,338761.0
2,1634,0,1003,1,1951,6016,Uptown,SplitLevel,Y,226634.0
5,2683,2,2466,1,1964,4837,Suburb,1Story,Y,363136.0
9,861,0,2466,3,1953,18312,Suburb,Bungalow,Y,357731.0
1,3757,0,1938,3,1999,9034,Uptown,SplitLevel,Y,357711.0
5,4227,0,1939,3,1987,9309,Riverside,1Story,Y,454189.0
9,4155,3,1635,2,1972,16379,Rural,SplitLevel,Y,525025.0
1,2676,3,1698,3,2008,6239,Suburb,2Story,Y,298308.0
9,2399,2,2169,2,1977,14128,Suburb,SplitLevel,Y,415730.0
8,1784,0,431,3,2015,17856,Downtown,SplitLevel,Y,381560.0
4,1014,3,2091,3,1957,11611,Uptown,Bungalow,Y,268467.0
10,948,2,1895,1,1978,6150,Uptown,SplitLevel,N,387758.0
5,2423,0,1943,1,1960,13109,Riverside,Bungalow,Y,340547.0
5,3675,1,1340,1,1967,3446,Downtown,2Story,Y,414097.0
6,2006,0,2428,2,2004,13936,Rural,1Story,Y,337132.0
7,1747,0,144,2,1999,13036,Suburb,Bungalow,Y,300336.0
8,2355,3,2410,3,1963,8468,Suburb,SplitLevel,N,413088.0
8,1373,2,1073,2,1958,16021,Uptown,SplitLevel,N,338127.0
2,4437,2,1088,3,1960,6175,Downtown,Bungalow,Y,399732.0
9,4062,3,2402,2,2012,17390,Rural,2Story,Y,527896.0
7,3020,0,799,2,2016,7080,Rural,1Story,Y,375886.0
4,3581,1,1151,2,2002,17471,Riverside,SplitLevel,Y,410971.0
4,1928,0,2445,1,1988,16893,Uptown,2Story,Y,342476.0
8,4467,0,1956,2,2005,19248,Uptown,1Story,Y,529740.0
4,2849,1,462,1,1977,18009,Suburb,1Story,Y,315738.0
6,2778,3,1774,1,1988,8217,Downtown,SplitLevel,Y,407581.0
5,2254,2,2045,2,1974,7672,Suburb,Bungalow,N,341076.0
3,1422,3,807,3,1970,3502,Suburb,SplitLevel,Y,240839.0
10,3637,3,186,3,1959,3410,Rural,SplitLevel,Y,442244.0
2,3484,0,1743,3,1992,5770,Rural,SplitLevel,Y,322770.0
9,2659,2,731,2,1964,12097,Suburb,2Story,Y,408116.0
10,1536,2,1935,3,1997,6001,Suburb,Bungalow,Y,419477.0
9,1916,3,1213,1,1970,2598,Downtown,2Story,Y,412072.0
1,3047,1,1411,3,2009,12976,Rural,SplitLevel,Y,283477.0
10,3479,3,428,2,1999,8391,Rural,Bungalow,Y,432917.0
3,3145,1,1307,3,1972,18450,Rural,1Story,Y,335339.0
8,2781,2,2284,1,1962,16908,Suburb,Bungalow,Y,438841.0
6,3149,3,1217,2,2018,13590,Suburb,SplitLevel,Y,430286.0
5,813,0,1310,3,1953,18279,Uptown,Bungalow,Y,273678.0
5,3113,3,770,2,2021,4750,Uptown,1Story,Y,396104.0
6,3583,2,757,2,1958,11916,Suburb,1Story,Y,408208.0
7,2756,0,135,2,1984,8806,Rural,Bungalow,Y,318811.0
1,2497,0,791,3,1970,8429,Suburb,1Story,Y,267549.0
9,1537,1,170,2,2007,10123,Uptown,2Story,Y,359093.0
3,2156,0,2206,3,1967,8452,Uptown,Bungalow,Y,304189.0
4,3989,0,2248,1,2021,19158,Rural,1Story,Y,421173.0
10,4008,3,1580,3,1992,17456,Suburb,1Story,Y,574974.0
1,3948,2,961,1,1955,6019,Suburb,Bungalow,Y,331434.0
10,3591,1,875,3,2016,14419,Rural,2Story,Y,472485.0
3,3134,3,2418,2,1961,2929,Rural,Bungalow,Y,325730.0
2,4483,0,102,3,1961,8264,Rural,1Story,Y,328641.0
2,2278,0,1001,2,2015,9973,Rural,Bungalow,Y,224649.0
1,4306,1,1148,1,1951,11697,Downtown,1Story,Y,391886.0
8,1514,2,1481,3,1964,13136,Riverside,SplitLevel,Y,397582.0
3,1593,1,657,2,1972,3184,Uptown,Bungalow,N,247570.0
3,4395,3,1220,1,1978,18911,Suburb,Bungalow,Y,412343.0
6,3782,1,422,1,1956,2916,Rural,1Story,Y,361451.0
8,1624,0,170,3,1977,5574,Downtown,1Story,Y,350099.0
9,1197,3,2220,1,1963,5319,Downtown,1Story,N,389808.0
9,2679,0,452,2,1993,19790,Suburb,1Story,N,392676.0
4,4194,2,2397,1,1979,19625,Rural,Bungalow,Y,421798.0
5,1904,0,1975,1,1981,7206,Riverside,1Story,Y,327575.0
2,1655,0,1657,2,2019,19182,Rural,Bungalow,N,207588.0
9,1543,1,2053,1,1955,19907,Suburb,2Story,Y,366549.0
8,2429,0,287,1,1976,6928,Suburb,Bungalow,Y,342209.0
3,3083,3,1641,1,1973,18105,Downtown,1Story,Y,412418.0
9,1513,3,1447,1,1983,4888,Downtown,1Story,Y,415599.0
3,726,2,1913,2,1989,4690,Uptown,2Story,Y,212198.0
9,3725,3,607,1,1996,6091,Riverside,Bungalow,Y,503914.0
2,2328,1,456,2,1973,15960,Suburb,2Story,Y,282684.0
10,4313,2,1764,1,2014,2690,Rural,Bungalow,Y,525450.0
9,1992,3,1225,1,1967,3495,Riverside,1Story,Y,385458.0
8,1321,1,1235,1,1993,13085,Downtown,Bungalow,Y,359435.0
9,2523,3,1029,1,2006,19276,Uptown,1Story,Y,435548.0
5,1370,3,2423,2,1977,12720,Rural,1Story,Y,258566.0
2,2952,0,446,2,2020,7873,Rural,SplitLevel,Y,256667.0
8,2749,3,834,2,1972,6503,Suburb,SplitLevel,N,400377.0
6,2585,3,810,3,1983,13720,Rural,Bungalow,Y,355507.0
8,3489,1,1424,1,1960,15964,Uptown,1Story,Y,477638.0
5,2295,1,1411,1,1984,2897,Downtown,2Story,Y,393908.0
10,687,0,958,2,1991,19094,Suburb,1Story,Y,323946.0
2,1580,3,1475,3,1977,5695,Downtown,2Story,Y,274209.0
6,1440,0,808,1,1973,4686,Riverside,Bungalow,N,277481.0
5,3591,3,978,2,1957,7778,Suburb,Bungalow,Y,403166.0
5,2820,2,2463,1,2002,17150,Uptown,2Story,Y,410067.0
1,3690,2,725,1,2021,18799,Suburb,2Story,Y,361611.0
2,3130,0,1216,2,1953,11663,Downtown,1Story,Y,325685.0
8,3063,0,2197,2,1954,6180,Downtown,Bungalow,Y,451946.0
3,3792,0,1903,1,1998,6262,Suburb,1Story,Y,368349.0
10,1025,1,778,1,1979,4515,Suburb,2Story,Y,307192.0
3,4086,1,972,2,2021,13236,Rural,SplitLevel,N,336678.0
8,4299,1,1538,1,2012,16104,Downtown,SplitLevel,Y,546245.0
8,4312,0,1416,1,1996,8616,Suburb,SplitLevel,Y,501735.0
2,835,3,2123,2,1975,19376,Suburb,2Story,Y,254363.0
8,3245,2,598,1,2006,6370,Rural,1Story,Y,409207.0
1,1578,0,224,1,1986,5816,Uptown,Bungalow,Y,181810.0
6,3047,1,1553,3,1956,3756,Rural,2Story,Y,355290.0
8,3447,1,2160,2,1989,4373,Riverside,SplitLevel,Y,449682.0
3,4459,0,2298,3,1988,4576,Downtown,1Story,N,452003.0
8,3313,0,840,3,2011,6184,Suburb,Bungalow,Y,450423.0
1,3083,1,1814,3,2002,4397,Suburb,Bungalow,Y,335338.0
9,661,3,713,1,1953,14674,Suburb,2Story,N,329983.0
9,4241,1,1106,1,1974,12326,Rural,2Story,Y,481902.0
5,1093,1,124,3,1956,12546,Suburb,Bungalow,Y,248350.0
10,2438,0,1092,3,1977,6535,Suburb,Bungalow,Y,425953.0
4,2706,3,1279,3,2018,16599,Suburb,SplitLevel,Y,387917.0
6,3759,1,1750,1,2016,11168,Riverside,Bungalow,Y,443188.0
7,559,1,29,3,1969,19118,Riverside,2Story,Y,251972.0
5,3462,2,2328,3,1960,2632,Suburb,1Story,Y,424159.0
10,4388,0,2017,2,2016,15280,Downtown,SplitLevel,Y,622800.0
9,3890,2,2415,2,1956,16746,Uptown,SplitLevel,Y,555029.0
3,2401,2,494,1,1972,6268,Riverside,Bungalow,Y,261606.0
7,2758,1,1609,2,2010,17321,Suburb,1Story,Y,407062.0
10,905,0,717,2,2020,12207,Suburb,SplitLevel,Y,332475.0
10,1163,3,1016,2,1983,7591,Riverside,2Story,N,343731.0
5,1632,1,1337,1,1968,18226,Uptown,Bungalow,N,284586.0
7,1599,3,605,2,2007,3054,Suburb,2Story,Y,326170.0
2,1041,3,374,1,1958,10572,Rural,Bungalow,Y,164918.0
4,1837,0,1960,3,1997,15579,Riverside,SplitLevel,Y,308913.0
2,1497,2,1048,2,1990,12583,Uptown,Bungalow,Y,238825.0
7,1640,0,1357,1,1997,10007,Uptown,1Story,Y,355350.0
2,3474,3,115,2,1994,17903,Uptown,2Story,Y,362687.0
1,1367,1,2095,3,1974,11784,Downtown,1Story,Y,259370.0
9,4275,3,1801,1,1974,6261,Uptown,2Story,Y,533536.0
1,2566,1,2146,1,1968,4389,Suburb,2Story,Y,256466.0
8,931,1,1482,1,1988,15939,Riverside,Bungalow,Y,348695.0
2,4256,0,1546,3,1976,13219,Suburb,SplitLevel,Y,374432.0
8,1239,3,1620,3,2012,11399,Riverside,SplitLevel,Y,383939.0
3,1873,2,2452,3,2017,2544,Suburb,1Story,N,299102.0
6,682,3,684,1,1968,4239,Suburb,Bungalow,Y,213726.0
3,2660,3,1471,3,1977,12559,Downtown,SplitLevel,Y,381273.0
7,1706,2,1599,2,1982,4627,Rural,2Story,Y,285191.0
10,3028,0,2305,3,1959,8618,Uptown,2Story,Y,496799.0
9,1669,3,2168,1,1979,14123,Uptown,Bungalow,Y,401243.0
2,1330,3,809,2,1971,8780,Suburb,1Story,Y,231630.0
5,2151,1,977,3,1952,10015,Downtown,Bungalow,Y,340025.0
